"FOLIO","VIV_SEL","HOGAR","N_REN","P2_3","SEXO","EDAD","NIV","GRA","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"05101","16","1","03","3","1","17","","","4","6","074","0000848",1792
"05101","16","1","02","2","2","39","","","4","6","074","0000848",1792
"05101","16","1","01","1","1","47","02","6","4","6","074","0000848",1792
"05102","17","1","01","1","1","86","02","4","4","6","074","0000848",1792
"05103","18","1","03","5","2","48","","","4","6","074","0000848",1792
"05103","18","1","01","1","1","90","02","1","4","6","074","0000848",1792
"05103","18","1","02","2","2","78","","","4","6","074","0000848",1792
"05104","19","1","04","3","1","50","","","4","6","074","0000848",1792
"05104","19","1","02","2","2","84","","","4","6","074","0000848",1792
"05104","19","1","03","3","2","52","","","4","6","074","0000848",1792
"05104","19","1","01","1","1","84","02","1","4","6","074","0000848",1792
"05105","20","1","01","1","2","46","08","5","4","6","074","0000848",1792
"05105","20","1","02","2","1","48","","","4","6","074","0000848",1792
"05105","20","1","03","3","2","26","","","4","6","074","0000848",1792
"05105","20","1","04","4","2","04","","","4","6","074","0000848",1792
"05106","02","1","02","3","1","20","","","4","6","074","0000849",2949
"05106","02","1","03","5","2","86","","","4","6","074","0000849",2949
"05106","02","1","01","1","2","48","00","0","4","6","074","0000849",2949
"05107","03","1","09","4","2","00","","","4","6","074","0000849",2949
"05107","03","1","08","4","1","03","","","4","6","074","0000849",2949
"05107","03","1","07","4","1","07","","","4","6","074","0000849",2949
"05107","03","1","06","5","1","31","","","4","6","074","0000849",2949
"05107","03","1","05","5","2","24","","","4","6","074","0000849",2949
"05107","03","1","04","3","1","17","","","4","6","074","0000849",2949
"05107","03","1","03","3","2","29","","","4","6","074","0000849",2949
"05107","03","1","02","2","2","55","","","4","6","074","0000849",2949
"05107","03","1","01","1","1","52","00","0","4","6","074","0000849",2949
"05108","04","1","06","4","2","09","","","4","6","074","0000849",2949
"05108","04","1","01","1","1","49","03","3","4","6","074","0000849",2949
"05108","04","1","02","2","2","46","","","4","6","074","0000849",2949
"05108","04","1","03","3","2","28","","","4","6","074","0000849",2949
"05108","04","1","09","4","1","02","","","4","6","074","0000849",2949
"05108","04","1","08","4","1","06","","","4","6","074","0000849",2949
"05108","04","1","07","4","2","07","","","4","6","074","0000849",2949
"05108","04","1","05","3","2","16","","","4","6","074","0000849",2949
"05108","04","1","04","3","2","24","","","4","6","074","0000849",2949
"05109","05","1","01","1","1","43","03","3","4","6","074","0000849",2949
"05109","05","1","04","4","1","01","","","4","6","074","0000849",2949
"05109","05","1","03","3","2","14","","","4","6","074","0000849",2949
"05109","05","1","02","2","2","49","","","4","6","074","0000849",2949
"05110","07","1","01","1","1","46","08","4","4","6","074","0000849",2949
"05111","08","1","03","3","2","03","","","4","6","074","0000849",2949
"05111","08","1","02","3","1","06","","","4","6","074","0000849",2949
"05111","08","1","01","1","2","30","03","3","4","6","074","0000849",2949
"05112","09","1","01","1","1","60","06","3","4","6","074","0000849",2949
"05112","09","1","02","2","2","58","","","4","6","074","0000849",2949
"05112","09","2","02","2","2","18","","","4","6","074","0000849",2949
"05112","09","2","01","1","1","25","08","5","4","6","074","0000849",2949
"05113","11","1","01","1","1","23","03","3","4","6","074","0000849",2949
"05113","11","1","02","2","2","22","","","4","6","074","0000849",2949
"05114","12","1","07","3","2","02","","","4","6","074","0000849",2949
"05114","12","1","08","3","1","02","","","4","6","074","0000849",2949
"05114","12","1","06","3","1","06","","","4","6","074","0000849",2949
"05114","12","1","05","3","1","13","","","4","6","074","0000849",2949
"05114","12","1","04","3","2","12","","","4","6","074","0000849",2949
"05114","12","1","03","5","1","36","","","4","6","074","0000849",2949
"05114","12","1","02","2","2","33","","","4","6","074","0000849",2949
"05114","12","1","01","1","1","33","00","0","4","6","074","0000849",2949
"05115","13","1","01","1","1","74","00","0","4","6","074","0000849",2949
"05115","13","1","02","2","2","67","","","4","6","074","0000849",2949
"05116","14","1","01","1","2","47","03","3","4","6","074","0000849",2949
"05116","14","1","02","3","2","27","","","4","6","074","0000849",2949
"05116","14","1","03","3","1","18","","","4","6","074","0000849",2949
"05117","15","1","02","2","2","26","","","4","6","074","0000849",2949
"05117","15","1","01","1","1","45","03","3","4","6","074","0000849",2949
"05118","16","1","01","1","1","60","03","3","4","6","074","0000849",2949
"05118","16","1","02","2","2","68","","","4","6","074","0000849",2949
"05118","16","1","03","3","2","36","","","4","6","074","0000849",2949
"05118","16","1","07","4","1","06","","","4","6","074","0000849",2949
"05118","16","1","06","4","1","09","","","4","6","074","0000849",2949
"05118","16","1","05","3","1","17","","","4","6","074","0000849",2949
"05118","16","1","04","3","2","36","","","4","6","074","0000849",2949
"05119","17","1","02","2","2","29","","","4","6","074","0000849",2949
"05119","17","1","03","3","1","03","","","4","6","074","0000849",2949
"05119","17","1","01","1","1","30","06","2","4","6","074","0000849",2949
"05120","18","1","01","1","1","30","08","5","4","6","074","0000849",2949
"05120","18","1","03","3","2","05","","","4","6","074","0000849",2949
"05120","18","1","02","2","2","30","","","4","6","074","0000849",2949
"05121","20","1","01","1","1","62","02","3","4","6","074","0000849",2949
"05121","20","1","02","2","2","58","","","4","6","074","0000849",2949
"05122","01","1","02","2","2","34","","","4","6","074","0000850",3174
"05122","01","1","01","1","1","46","06","3","4","6","074","0000850",3174
"05122","01","1","03","3","1","04","","","4","6","074","0000850",3174
"05122","01","1","04","3","1","03","","","4","6","074","0000850",3174
"05123","02","1","01","1","1","72","02","3","4","6","074","0000850",3174
"05123","02","1","03","3","1","44","","","4","6","074","0000850",3174
"05123","02","1","06","4","2","13","","","4","6","074","0000850",3174
"05123","02","1","05","3","2","40","","","4","6","074","0000850",3174
"05123","02","1","04","3","1","42","","","4","6","074","0000850",3174
"05123","02","1","02","2","2","67","","","4","6","074","0000850",3174
"05124","03","1","02","2","2","54","","","4","6","074","0000850",3174
"05124","03","1","01","1","1","64","09","2","4","6","074","0000850",3174
"05125","04","1","06","4","1","07","","","4","6","074","0000850",3174
"05125","04","1","05","4","2","09","","","4","6","074","0000850",3174
"05125","04","1","04","6","1","32","","","4","6","074","0000850",3174
"05125","04","1","03","3","2","41","","","4","6","074","0000850",3174
"05125","04","1","01","1","2","65","03","3","4","6","074","0000850",3174
"05125","04","1","02","2","1","52","","","4","6","074","0000850",3174
"05126","05","1","01","1","1","60","02","6","4","6","074","0000850",3174
"05126","05","1","02","2","2","59","","","4","6","074","0000850",3174
"05126","05","1","03","3","1","21","","","4","6","074","0000850",3174
"05126","05","1","04","4","2","08","","","4","6","074","0000850",3174
"05127","06","1","02","2","2","59","","","4","6","074","0000850",3174
"05127","06","1","01","1","1","62","02","6","4","6","074","0000850",3174
"05128","08","1","01","1","2","22","06","3","4","6","074","0000850",3174
"05128","08","1","02","2","1","25","","","4","6","074","0000850",3174
"05129","09","1","01","1","1","52","03","3","4","6","074","0000850",3174
"05129","09","1","02","2","2","51","","","4","6","074","0000850",3174
"05129","09","1","04","3","2","16","","","4","6","074","0000850",3174
"05129","09","1","03","3","1","18","","","4","6","074","0000850",3174
"05130","11","1","03","3","2","07","","","4","6","074","0000850",3174
"05130","11","1","02","2","2","27","","","4","6","074","0000850",3174
"05130","11","1","01","1","1","26","06","3","4","6","074","0000850",3174
"05130","11","1","04","3","2","03","","","4","6","074","0000850",3174
"05131","12","1","01","1","1","30","06","2","4","6","074","0000850",3174
"05132","13","1","01","1","1","28","03","3","4","6","074","0000850",3174
"05133","14","1","02","1","2","42","03","3","4","6","074","0000850",3174
"05133","14","1","04","3","2","05","","","4","6","074","0000850",3174
"05133","14","1","03","3","1","08","","","4","6","074","0000850",3174
"05134","16","1","01","1","1","43","00","0","4","6","074","0000850",3174
"05134","16","1","02","2","2","47","","","4","6","074","0000850",3174
"05134","16","1","04","3","1","15","","","4","6","074","0000850",3174
"05134","16","1","03","3","2","17","","","4","6","074","0000850",3174
"05135","17","1","01","1","2","55","00","0","4","6","074","0000850",3174
"05136","18","1","03","3","1","15","","","4","6","074","0000850",3174
"05136","18","1","02","3","2","18","","","4","6","074","0000850",3174
"05136","18","1","01","1","2","42","02","6","4","6","074","0000850",3174
"05136","18","1","04","3","2","13","","","4","6","074","0000850",3174
"05137","19","1","04","3","2","11","","","4","6","074","0000850",3174
"05137","19","1","03","3","1","12","","","4","6","074","0000850",3174
"05137","19","1","02","2","2","30","","","4","6","074","0000850",3174
"05137","19","1","01","1","1","30","06","2","4","6","074","0000850",3174
"05138","20","1","04","4","2","02","","","4","6","074","0000850",3174
"05138","20","1","03","5","2","21","","","4","6","074","0000850",3174
"05138","20","1","02","3","1","38","","","4","6","074","0000850",3174
"05138","20","1","01","1","2","85","00","0","4","6","074","0000850",3174
"05138","20","1","05","4","2","00","","","4","6","074","0000850",3174
"05139","22","1","01","1","1","72","00","0","4","6","074","0000850",3174
"05139","22","1","02","2","2","60","","","4","6","074","0000850",3174
"05139","22","1","03","3","2","35","","","4","6","074","0000850",3174
"05139","22","1","04","3","1","30","","","4","6","074","0000850",3174
"05139","22","1","09","3","1","17","","","4","6","074","0000850",3174
"05139","22","1","06","3","1","22","","","4","6","074","0000850",3174
"05139","22","1","07","3","1","20","","","4","6","074","0000850",3174
"05139","22","1","08","3","2","24","","","4","6","074","0000850",3174
"05139","22","1","05","3","2","25","","","4","6","074","0000850",3174
"05140","23","1","04","3","2","01","","","4","6","074","0000850",3174
"05140","23","1","03","3","1","08","","","4","6","074","0000850",3174
"05140","23","1","02","2","2","38","","","4","6","074","0000850",3174
"05140","23","1","01","1","1","45","02","6","4","6","074","0000850",3174
"05141","02","1","05","6","2","25","","","4","6","074","0000851",3615
"05141","02","1","06","6","2","22","","","4","6","074","0000851",3615
"05141","02","1","07","3","2","18","","","4","6","074","0000851",3615
"05141","02","1","08","4","2","08","","","4","6","074","0000851",3615
"05141","02","1","04","3","1","32","","","4","6","074","0000851",3615
"05141","02","1","03","3","2","38","","","4","6","074","0000851",3615
"05141","02","1","02","2","2","75","","","4","6","074","0000851",3615
"05141","02","1","01","1","1","75","00","0","4","6","074","0000851",3615
"05141","02","1","09","4","2","07","","","4","6","074","0000851",3615
"05141","02","1","12","4","1","01","","","4","6","074","0000851",3615
"05141","02","1","11","4","1","05","","","4","6","074","0000851",3615
"05141","02","1","10","4","2","06","","","4","6","074","0000851",3615
"05142","05","1","01","1","2","46","02","2","4","6","074","0000851",3615
"05142","05","1","02","3","1","26","","","4","6","074","0000851",3615
"05142","05","1","03","3","2","24","","","4","6","074","0000851",3615
"05142","05","1","04","6","2","20","","","4","6","074","0000851",3615
"05142","05","1","05","3","2","16","","","4","6","074","0000851",3615
"05142","05","1","07","3","2","08","","","4","6","074","0000851",3615
"05142","05","1","06","3","2","10","","","4","6","074","0000851",3615
"05143","07","1","02","3","1","10","","","4","6","074","0000851",3615
"05143","07","1","01","1","2","44","02","6","4","6","074","0000851",3615
"05143","07","1","03","3","2","08","","","4","6","074","0000851",3615
"05144","09","1","01","1","1","28","99","9","4","6","074","0000851",3615
"05144","09","1","04","3","1","09","","","4","6","074","0000851",3615
"05144","09","1","03","3","2","10","","","4","6","074","0000851",3615
"05144","09","1","02","2","2","26","","","4","6","074","0000851",3615
"05145","10","1","01","1","1","63","00","0","4","6","074","0000851",3615
"05145","10","1","05","5","2","20","","","4","6","074","0000851",3615
"05145","10","1","04","3","2","17","","","4","6","074","0000851",3615
"05145","10","1","03","3","1","22","","","4","6","074","0000851",3615
"05145","10","1","02","2","2","58","","","4","6","074","0000851",3615
"05146","13","1","06","4","1","02","","","4","6","074","0000851",3615
"05146","13","1","05","4","1","05","","","4","6","074","0000851",3615
"05146","13","1","04","5","2","21","","","4","6","074","0000851",3615
"05146","13","1","03","3","1","30","","","4","6","074","0000851",3615
"05146","13","1","02","2","2","59","","","4","6","074","0000851",3615
"05146","13","1","01","1","1","68","00","0","4","6","074","0000851",3615
"05146","13","1","07","4","1","02","","","4","6","074","0000851",3615
"05146","13","1","11","3","1","20","","","4","6","074","0000851",3615
"05146","13","1","10","4","2","00","","","4","6","074","0000851",3615
"05146","13","1","09","4","1","02","","","4","6","074","0000851",3615
"05146","13","1","08","5","2","22","","","4","6","074","0000851",3615
"05147","20","1","01","1","1","77","02","6","4","6","074","0000851",3615
"05147","20","1","02","2","2","69","","","4","6","074","0000851",3615
"05147","20","1","03","5","1","31","","","4","6","074","0000851",3615
"05147","20","1","04","5","2","03","","","4","6","074","0000851",3615
"05148","02","1","01","1","2","61","02","2","4","6","074","0000852",3098
"05148","02","1","02","3","1","22","","","4","6","074","0000852",3098
"05148","02","1","03","3","2","20","","","4","6","074","0000852",3098
"05149","03","1","01","1","2","87","00","0","4","6","074","0000852",3098
"05150","04","1","01","1","1","39","06","3","4","6","074","0000852",3098
"05150","04","1","02","2","2","37","","","4","6","074","0000852",3098
"05150","04","1","03","3","2","10","","","4","6","074","0000852",3098
"05151","05","1","01","1","1","86","00","0","4","6","074","0000852",3098
"05151","05","1","02","2","2","81","","","4","6","074","0000852",3098
"05152","06","1","02","2","2","52","","","4","6","074","0000852",3098
"05152","06","1","01","1","1","55","02","3","4","6","074","0000852",3098
"05152","06","1","03","4","1","10","","","4","6","074","0000852",3098
"05153","07","1","01","1","1","53","02","2","4","6","074","0000852",3098
"05153","07","1","02","2","2","44","","","4","6","074","0000852",3098
"05154","08","1","01","1","2","26","03","2","4","6","074","0000852",3098
"05155","09","1","04","3","2","12","","","4","6","074","0000852",3098
"05155","09","1","03","3","1","20","","","4","6","074","0000852",3098
"05155","09","1","02","2","2","39","","","4","6","074","0000852",3098
"05155","09","1","01","1","1","44","02","6","4","6","074","0000852",3098
"05156","10","1","01","1","2","28","02","6","4","6","074","0000852",3098
"05156","10","1","02","2","1","34","","","4","6","074","0000852",3098
"05157","11","1","05","4","2","20","","","4","6","074","0000852",3098
"05157","11","1","07","5","1","97","","","4","6","074","0000852",3098
"05157","11","1","01","1","1","75","00","0","4","6","074","0000852",3098
"05157","11","1","02","3","1","40","","","4","6","074","0000852",3098
"05157","11","1","03","2","2","74","","","4","6","074","0000852",3098
"05157","11","1","04","6","2","41","","","4","6","074","0000852",3098
"05157","11","1","06","4","2","14","","","4","6","074","0000852",3098
"05158","12","2","03","3","2","01","","","4","6","074","0000852",3098
"05158","12","2","02","2","2","35","","","4","6","074","0000852",3098
"05158","12","2","01","1","1","36","06","3","4","6","074","0000852",3098
"05158","12","1","02","3","2","49","","","4","6","074","0000852",3098
"05158","12","1","03","3","1","31","","","4","6","074","0000852",3098
"05158","12","1","01","1","1","80","00","0","4","6","074","0000852",3098
"05159","14","1","01","1","2","42","02","6","4","6","074","0000852",3098
"05159","14","1","02","3","1","12","","","4","6","074","0000852",3098
"05159","14","1","03","3","1","11","","","4","6","074","0000852",3098
"05160","16","1","01","1","2","67","02","3","4","6","074","0000852",3098
"05161","18","1","01","1","1","63","03","3","4","6","074","0000852",3098
"05161","18","1","02","2","2","56","","","4","6","074","0000852",3098
"05161","18","1","03","3","2","18","","","4","6","074","0000852",3098
"05162","19","1","02","2","2","33","","","4","6","074","0000852",3098
"05162","19","1","01","1","1","39","02","1","4","6","074","0000852",3098
"05162","19","1","03","3","1","16","","","4","6","074","0000852",3098
"05162","19","1","06","3","1","04","","","4","6","074","0000852",3098
"05162","19","1","05","3","2","08","","","4","6","074","0000852",3098
"05162","19","1","04","3","2","11","","","4","6","074","0000852",3098
"05163","20","1","03","3","1","08","","","4","6","074","0000852",3098
"05163","20","1","02","2","2","30","","","4","6","074","0000852",3098
"05163","20","1","01","1","1","37","03","2","4","6","074","0000852",3098
"05164","01","1","01","1","2","38","02","6","4","6","074","0000853",2205
"05165","02","1","03","3","2","19","","","4","6","074","0000853",2205
"05165","02","1","02","2","2","40","","","4","6","074","0000853",2205
"05165","02","1","01","1","1","45","06","2","4","6","074","0000853",2205
"05165","02","1","04","3","2","12","","","4","6","074","0000853",2205
"05165","02","1","05","3","2","00","","","4","6","074","0000853",2205
"05166","03","1","01","1","1","47","03","3","4","6","074","0000853",2205
"05166","03","1","02","2","2","45","","","4","6","074","0000853",2205
"05166","03","1","03","3","1","22","","","4","6","074","0000853",2205
"05166","03","1","04","3","1","19","","","4","6","074","0000853",2205
"05167","04","1","01","1","1","60","00","0","4","6","074","0000853",2205
"05167","04","1","02","2","2","57","","","4","6","074","0000853",2205
"05167","04","1","03","3","1","25","","","4","6","074","0000853",2205
"05168","05","1","01","1","1","70","02","6","4","6","074","0000853",2205
"05168","05","1","03","3","2","43","","","4","6","074","0000853",2205
"05168","05","1","02","2","2","65","","","4","6","074","0000853",2205
"05169","06","1","01","1","1","83","00","0","4","6","074","0000853",2205
"05169","06","1","02","2","2","78","","","4","6","074","0000853",2205
"05169","06","1","03","5","1","51","","","4","6","074","0000853",2205
"05169","06","1","05","4","1","16","","","4","6","074","0000853",2205
"05169","06","1","04","3","2","49","","","4","6","074","0000853",2205
"05169","06","1","06","4","2","09","","","4","6","074","0000853",2205
"05170","08","1","02","2","2","43","","","4","6","074","0000853",2205
"05170","08","1","01","1","1","41","02","6","4","6","074","0000853",2205
"05171","09","1","01","1","1","54","04","3","4","6","074","0000853",2205
"05171","09","1","02","2","2","53","","","4","6","074","0000853",2205
"05172","10","1","01","1","2","74","00","0","4","6","074","0000853",2205
"05172","10","2","01","1","1","79","02","4","4","6","074","0000853",2205
"05173","11","1","01","1","1","60","02","6","4","6","074","0000853",2205
"05173","11","1","02","2","2","55","","","4","6","074","0000853",2205
"05174","12","1","01","1","1","63","02","6","4","6","074","0000853",2205
"05174","12","1","02","2","2","58","","","4","6","074","0000853",2205
"05174","12","1","03","3","1","33","","","4","6","074","0000853",2205
"05174","12","1","04","3","1","24","","","4","6","074","0000853",2205
"05175","13","1","03","3","1","19","","","4","6","074","0000853",2205
"05175","13","1","02","2","1","71","","","4","6","074","0000853",2205
"05175","13","1","01","1","2","48","03","2","4","6","074","0000853",2205
"05175","13","1","04","3","1","13","","","4","6","074","0000853",2205
"05176","14","1","03","3","2","37","","","4","6","074","0000853",2205
"05176","14","1","02","2","2","62","","","4","6","074","0000853",2205
"05176","14","1","01","1","1","60","02","6","4","6","074","0000853",2205
"05176","14","1","04","4","2","15","","","4","6","074","0000853",2205
"05177","15","1","03","3","2","31","","","4","6","074","0000853",2205
"05177","15","1","02","2","2","53","","","4","6","074","0000853",2205
"05177","15","1","01","1","1","56","06","3","4","6","074","0000853",2205
"05177","15","1","04","3","2","21","","","4","6","074","0000853",2205
"05178","16","1","01","1","1","27","03","3","4","6","074","0000853",2205
"05178","16","1","02","2","2","24","","","4","6","074","0000853",2205
"05178","16","1","03","3","2","05","","","4","6","074","0000853",2205
"05179","17","1","01","1","1","47","03","3","4","6","074","0000853",2205
"05179","17","1","02","2","2","47","","","4","6","074","0000853",2205
"05179","17","1","03","3","1","21","","","4","6","074","0000853",2205
"05179","17","1","04","3","2","09","","","4","6","074","0000853",2205
"05180","18","1","01","1","1","68","02","6","4","6","074","0000853",2205
"05181","20","1","01","1","1","45","02","6","4","6","074","0000853",2205
"05181","20","1","02","2","2","45","","","4","6","074","0000853",2205
"05181","20","1","03","3","2","22","","","4","6","074","0000853",2205
"05181","20","1","04","3","1","21","","","4","6","074","0000853",2205
"05182","01","1","02","3","1","05","","","4","6","074","0000854",4047
"05182","01","1","01","1","2","21","03","2","4","6","074","0000854",4047
"05182","01","1","03","3","1","01","","","4","6","074","0000854",4047
"05183","02","1","01","1","1","38","03","3","4","6","074","0000854",4047
"05183","02","1","02","2","2","32","","","4","6","074","0000854",4047
"05183","02","1","03","3","1","14","","","4","6","074","0000854",4047
"05183","02","1","04","3","1","11","","","4","6","074","0000854",4047
"05183","02","1","05","3","1","05","","","4","6","074","0000854",4047
"05184","03","1","01","1","2","21","03","3","4","6","074","0000854",4047
"05184","03","1","02","3","1","03","","","4","6","074","0000854",4047
"05185","04","1","01","1","2","30","02","6","4","6","074","0000854",4047
"05185","04","1","02","3","1","08","","","4","6","074","0000854",4047
"05186","05","1","02","2","2","39","","","4","6","074","0000854",4047
"05186","05","1","01","1","1","38","02","6","4","6","074","0000854",4047
"05186","05","1","03","3","1","17","","","4","6","074","0000854",4047
"05186","05","1","04","3","2","13","","","4","6","074","0000854",4047
"05186","05","1","05","3","2","09","","","4","6","074","0000854",4047
"05187","06","1","02","2","2","57","","","4","6","074","0000854",4047
"05187","06","1","01","1","1","58","02","5","4","6","074","0000854",4047
"05187","06","1","03","3","1","33","","","4","6","074","0000854",4047
"05187","06","1","05","3","1","17","","","4","6","074","0000854",4047
"05187","06","1","04","3","1","19","","","4","6","074","0000854",4047
"05188","07","1","01","1","1","63","02","5","4","6","074","0000854",4047
"05188","07","1","02","2","2","63","","","4","6","074","0000854",4047
"05189","09","1","02","3","1","12","","","4","6","074","0000854",4047
"05189","09","1","01","1","2","36","06","2","4","6","074","0000854",4047
"05189","09","1","03","3","1","06","","","4","6","074","0000854",4047
"05190","10","1","01","1","1","40","02","6","4","6","074","0000854",4047
"05190","10","1","02","2","2","41","","","4","6","074","0000854",4047
"05190","10","1","03","3","1","17","","","4","6","074","0000854",4047
"05191","11","1","04","3","1","20","","","4","6","074","0000854",4047
"05191","11","1","05","3","1","20","","","4","6","074","0000854",4047
"05191","11","1","06","5","2","20","","","4","6","074","0000854",4047
"05191","11","1","07","5","2","19","","","4","6","074","0000854",4047
"05191","11","1","08","5","2","18","","","4","6","074","0000854",4047
"05191","11","1","09","3","2","09","","","4","6","074","0000854",4047
"05191","11","1","03","3","1","22","","","4","6","074","0000854",4047
"05191","11","1","02","2","2","41","","","4","6","074","0000854",4047
"05191","11","1","01","1","1","44","02","6","4","6","074","0000854",4047
"05191","11","1","10","5","1","02","","","4","6","074","0000854",4047
"05191","11","1","11","4","1","01","","","4","6","074","0000854",4047
"05192","12","1","01","1","1","68","00","0","4","6","074","0000854",4047
"05192","12","1","02","2","2","64","","","4","6","074","0000854",4047
"05192","12","1","03","3","2","40","","","4","6","074","0000854",4047
"05192","12","1","04","3","1","31","","","4","6","074","0000854",4047
"05192","12","1","05","3","1","25","","","4","6","074","0000854",4047
"05192","12","1","12","4","2","02","","","4","6","074","0000854",4047
"05192","12","1","07","5","2","24","","","4","6","074","0000854",4047
"05192","12","1","08","6","2","23","","","4","6","074","0000854",4047
"05192","12","1","09","4","1","18","","","4","6","074","0000854",4047
"05192","12","1","10","4","2","16","","","4","6","074","0000854",4047
"05192","12","1","11","4","1","03","","","4","6","074","0000854",4047
"05192","12","1","06","3","1","24","","","4","6","074","0000854",4047
"05193","13","1","03","3","1","21","","","4","6","074","0000854",4047
"05193","13","1","02","2","2","53","","","4","6","074","0000854",4047
"05193","13","1","01","1","1","60","02","3","4","6","074","0000854",4047
"05193","13","1","04","3","2","17","","","4","6","074","0000854",4047
"05193","13","1","05","3","2","08","","","4","6","074","0000854",4047
"05194","14","1","01","1","2","23","06","3","4","6","074","0000854",4047
"05195","15","1","04","3","2","17","","","4","6","074","0000854",4047
"05195","15","1","03","3","1","19","","","4","6","074","0000854",4047
"05195","15","1","02","2","2","60","","","4","6","074","0000854",4047
"05195","15","1","01","1","1","68","02","4","4","6","074","0000854",4047
"05196","16","1","06","5","2","18","","","4","6","074","0000854",4047
"05196","16","1","05","3","2","11","","","4","6","074","0000854",4047
"05196","16","1","04","3","1","20","","","4","6","074","0000854",4047
"05196","16","1","03","5","1","40","","","4","6","074","0000854",4047
"05196","16","1","02","2","2","42","","","4","6","074","0000854",4047
"05196","16","1","07","4","1","00","","","4","6","074","0000854",4047
"05196","16","1","01","1","1","44","02","6","4","6","074","0000854",4047
"05197","17","1","01","1","1","33","02","6","4","6","074","0000854",4047
"05197","17","1","02","2","2","32","","","4","6","074","0000854",4047
"05197","17","1","04","3","2","10","","","4","6","074","0000854",4047
"05197","17","1","03","3","1","15","","","4","6","074","0000854",4047
"05198","18","1","01","1","1","43","02","6","4","6","074","0000854",4047
"05198","18","1","02","2","2","43","","","4","6","074","0000854",4047
"05198","18","1","03","3","1","23","","","4","6","074","0000854",4047
"05198","18","1","04","3","1","22","","","4","6","074","0000854",4047
"05198","18","1","05","3","1","20","","","4","6","074","0000854",4047
"05198","18","1","06","3","1","16","","","4","6","074","0000854",4047
"05198","18","1","07","3","1","15","","","4","6","074","0000854",4047
"05199","19","1","01","1","1","66","00","0","4","6","074","0000854",4047
"05199","19","1","02","2","2","55","","","4","6","074","0000854",4047
"05199","19","1","04","5","2","24","","","4","6","074","0000854",4047
"05199","19","1","03","3","1","31","","","4","6","074","0000854",4047
"05199","19","1","05","4","1","08","","","4","6","074","0000854",4047
"05200","20","1","01","1","2","49","02","6","4","6","074","0000854",4047
"05200","20","1","02","3","2","25","","","4","6","074","0000854",4047
"05200","20","1","03","3","1","20","","","4","6","074","0000854",4047
"05200","20","1","04","5","2","18","","","4","6","074","0000854",4047
"05200","20","1","05","3","1","18","","","4","6","074","0000854",4047
"05200","20","1","06","3","1","16","","","4","6","074","0000854",4047
"05201","02","1","01","1","2","68","03","3","1","5","083","0000855",1629
"05201","02","1","02","3","2","45","","","1","5","083","0000855",1629
"05201","02","1","04","4","1","14","","","1","5","083","0000855",1629
"05201","02","1","03","4","2","23","","","1","5","083","0000855",1629
"05202","03","1","01","1","1","73","02","6","1","5","083","0000855",1629
"05202","03","1","02","2","2","72","","","1","5","083","0000855",1629
"05202","03","1","04","3","1","38","","","1","5","083","0000855",1629
"05202","03","1","03","3","1","41","","","1","5","083","0000855",1629
"05202","03","1","05","4","2","05","","","1","5","083","0000855",1629
"05203","04","1","01","1","1","40","07","3","1","5","083","0000855",1629
"05203","04","1","02","2","2","41","","","1","5","083","0000855",1629
"05203","04","1","04","3","2","09","","","1","5","083","0000855",1629
"05203","04","1","03","3","1","20","","","1","5","083","0000855",1629
"05204","05","1","01","1","1","27","08","4","1","5","083","0000855",1629
"05205","01","1","01","1","2","79","02","6","1","5","083","0000856",2001
"05206","02","1","01","1","1","28","06","3","1","5","083","0000856",2001
"05206","02","1","02","2","2","28","","","1","5","083","0000856",2001
"05206","02","1","03","3","2","09","","","1","5","083","0000856",2001
"05206","02","1","04","3","2","07","","","1","5","083","0000856",2001
"05207","03","1","01","1","2","48","03","3","1","5","083","0000856",2001
"05207","03","1","02","3","1","12","","","1","5","083","0000856",2001
"05208","04","1","01","1","2","48","06","3","1","5","083","0000856",2001
"05208","04","1","02","2","1","48","","","1","5","083","0000856",2001
"05208","04","1","03","3","2","14","","","1","5","083","0000856",2001
"05209","05","1","02","3","1","27","","","1","5","083","0000856",2001
"05209","05","1","01","1","2","57","08","4","1","5","083","0000856",2001
"05209","05","1","03","3","2","24","","","1","5","083","0000856",2001
"05210","01","1","01","1","1","61","03","3","1","5","083","0000857",1949
"05210","01","1","02","2","2","58","","","1","5","083","0000857",1949
"05211","02","1","01","3","2","54","","","1","5","083","0000857",1949
"05211","02","1","03","1","1","76","02","6","1","5","083","0000857",1949
"05211","02","1","02","2","2","75","","","1","5","083","0000857",1949
"05212","03","1","05","3","2","32","","","1","5","083","0000857",1949
"05212","03","1","01","2","2","58","","","1","5","083","0000857",1949
"05212","03","1","02","1","1","62","06","3","1","5","083","0000857",1949
"05212","03","1","03","4","2","06","","","1","5","083","0000857",1949
"05212","03","1","04","4","2","06","","","1","5","083","0000857",1949
"05213","04","1","01","1","1","31","03","3","1","5","083","0000857",1949
"05213","04","1","02","2","2","28","","","1","5","083","0000857",1949
"05213","04","1","03","4","1","05","","","1","5","083","0000857",1949
"05213","04","1","04","3","2","00","","","1","5","083","0000857",1949
"05214","01","1","03","3","1","29","","","1","5","082","0000858",2445
"05214","01","1","02","3","1","25","","","1","5","082","0000858",2445
"05214","01","1","01","1","2","62","00","0","1","5","082","0000858",2445
"05215","02","1","04","3","1","02","","","1","5","082","0000858",2445
